displayName,address,lng,lat,type
"香港島各界社會服務基金會","上環干諾道西21-24號海景商業大廈1字樓B室",114.1491613,22.287768,"Food-Co Service Point"
"循理會德田耆樂會所","223 Pik Wan Rd, Lam Tin, Hong Kong",114.23947758534699,22.309264227114483,"Food-Co Service Point"
"翠平","1/F Tsui Chuk Garden Wong Tai Sin KL, Hong Kong",114.18790943482666,22.34688773000248,"Food-Co Service Point"
"KCBC","九龍樂富邨樂泰樓地下低座",114.186469,22.337084,"Food-Co Service Point"
"TCPEC","1/F Tsui Chuk Garden Wong Tai Sin KL, Hong Kong",114.18786651948243,22.346748806694478,"Food-Co Service Point"
"hhclr","17 Sung On St, Hok Yuen, Hong Kong",114.18928809026032,22.31200619277177,"Food-Co Service Point"
"Novasde","香港長沙灣永康街77號環薈中⼼12樓B1室",114.19147140839846,22.30476778318338,"Food-Co Service Point"
"CaritasSousaIFSC","香港沙田銀鷗樓",114.19391758302002,22.378995143875624,"Food-Co Service Point"
"sjs-eunis","Room 714, 7/F, Administration Building, Department of Medicine, Ruttonjee Hospital, 266 Queen's Road East, Wan Chai, Hong Kong., Wan Chai, 香港",114.1751471,22.276022,"Food-Co Service Point"
"ktcfsc","九龍牛頭角定安街95號",114.19147140839846,22.30476778318338,"Food-Co Service Point"
"Community hub","香港紅磡漆咸道北411號雅景軒",114.1859452,22.3120961,"Food-Co Service Point"
"larry","九龍城漆咸道北387-427號雅景軒地下",114.19147140839846,22.30476778318338,"Food-Co Service Point"
"KCBCNEC","香港老虎岩聯合道樂富邨樂泰樓",114.18666488984375,22.337063526232047,"Food-Co Service Point"
"JCEchoesofLoveFund","真善美村低座一樓",114.187594,22.3251541,"Food-Co Service Point"
"天主教聖文德堂方濟廚房","九龍黃大仙區竹園蒲崗村道89號",114.19876929999998,22.344538,"Food-Co Service Point"
"香港互勵會曹舒菊英老人中心","九龍黃大仙區牛池灣彩鳳徑38號",114.21395706074796,22.334957471816157,"Food-Co Service Point"
"循道衛理楊震社會服務處彩虹長者綜合服務中心","九龍黃大仙區黃大仙彩虹邨金漢樓地下106-115 室",114.20556699999997,22.3365702,"Food-Co Service Point"
"石硤尾邨美映樓互助委員會","九龍深水埗區深水埗區石硤尾邨美映樓地下",114.16822679999996,22.333921,"Food-Co Service Point"
"浸信宣道會白普理社會服務中心","九龍黃大仙區竹園穎竹街8號竹園北邨梅園樓地下118-123號",114.19539209999994,22.3458077,"Food-Co Service Point"
"活石睦鄰中心","新界葵青區葵涌石梨大隴街107號昌榮樓1字樓108-109室",114.13829199999998,22.3659155,"Food-Co Service Point"
"觀潮浸信會潮食工房","九龍觀塘區觀塘翠屏道11號觀潮浸信會1樓",114.229469,22.312383,"Food-Co Service Point"
"九龍婦女聯會慧妍雅集婦女綜合服務中心","九龍深水埗區長沙灣深旺道100號海麗邨海和樓地下4號",114.14695449999999,22.3319553,"Food-Co Service Point"
"西九龍葡萄園教會","九龍油尖旺區大角咀櫸樹街15號華源工廠大厦5樓",114.16297850000001,22.3209275,"Food-Co Service Point"
"金巴崙長老會沙田堂(紅磡聚會點)豐之谷‧愛鄰「舍」社會服務中心","九龍九龍城區紅磡馬頭圍道37-39號紅磡商業中心A座11樓1111室",114.18805840000005,22.310346,"Food-Co Service Point"
"浸信會愛羣社會服務處午善匯熱食飯堂(灣仔)","香港灣仔區灣仔摩利臣山愛群道36號2樓",114.179305,22.277419,"Food-Co Service Point"
"浸信會愛羣社會服務處午善匯熱食飯堂(旺角)","九龍油尖旺區大角咀塘尾道55號新興鋼具商業大廈3字樓",114.16561609199607,22.32002200247924,"Food-Co Service Point"
"浸信會愛羣社會服務處(油麻地)","香港旺角砵蘭街90-98號",114.1697165,22.31442849999999,"Food-Co Service Point"
"東華三院陳婉珍第三齡義工中心暨膳深軒","九龍深水埗區深水埗白田邨澤田樓地下",114.16834500000004,22.336966,"Food-Co Service Point"
"東華三院賽馬會大角咀綜合服務中心","九龍油尖旺區大角咀通州街28號頌賢花園地下商場2號及9號舖",114.16393059999996,22.3240692,"Food-Co Service Point"
"香港華嚴佛學社","香港灣仔區灣仔克街5號展鴻大廈2樓D室",114.17752928593904,22.2769161366079,"Food-Co Service Point"
"昕妍居"," 香港",114.173862,22.2744181,"Food-Co Service Point"
"Foodlink膳心連","香港觀塘區興業街14號永興工業大廈10 樓 C1 室",114.22446809999997,22.3091309,"Food-Co Service Point"
"Food For Good 齊惜福","香港中西區上環德輔道中308-320號19樓1902-04",114.15055200000006,22.286837,"Food-Co Service Point"
"宏施慈善基金社會服務處","九龍觀塘區牛頭角清水灣道2號坪石邨玉石樓219-224",114.20947975972445,22.333530613030096,"Food-Co Service Point"
"齊惜福油塘社區廚房 Food For Good Yau Tong Community Kitchen","九龍觀塘區油塘高輝道17號油塘工業城A2座4樓413-414室",114.23500969999998,22.2953053,"Food-Co Service Point"
"Bethune House Migrant Women's Refuge","香港油麻地彌敦道543A號(非開放地址)",114.17047440209967,22.313286480091616,"Food-Co Service Point"
"食物共享計劃-九龍城","土瓜灣浙江街41號合誠商業中心5樓A室",114.1871663,22.3152995,"Food-Co Service Point"
"香港社區組織協會(桂林街)","九龍深水埗區桂林街117號2樓",114.16111790000002,22.3304424,"Food-Co Service Point"
"循道愛華村服務中心社會福利部","香港東區柴灣峽柴灣道100號",114.23328204721042,22.268357518462846,"Food-Co Service Point"
"藝恆愛心行動","九龍九龍城宋皇臺道九十號一樓 ",114.18843407476265,22.316021276437443,"Food-Co Service Point"
"天梯使團油麻地睦鄰中心","Rooms G02-05, G/F, Henry G Leong Yau Ma Tei Community Centre, 60 Public Square St, Yau Ma Tei, Hong Kong",114.16973400000006,22.3099219,"Food-Co Service Point"
"Run Hong Kong Limited","Sun Hing Industrial Building, 5 F 46 Wong Chuk Hang Rd, Hong Kong",114.1672979,22.2487003,"Food-Co Service Point"
"南昌東之友","九龍深水埗石硤尾街43號匯寶樓閣樓",114.16339249999999,22.3277664,"Food-Co Service Point"
"恩禧中心","香港沙田瀝源街6號瀝源邨壽全樓地下101-106室",114.19257647851258,22.385116143452493,"Food-Co Service Point"
"齊惜福東頭社區廚房 Food For Good Tung Tau Community Kitchen","香港九龍城東頭村道183號東頭(二)邨地下熟食檔2-4號",114.19228900000007,22.333416,"Food-Co Service Point"
"油麗妍慧社","Yau Tong Estate Kwai Tong House, Yau Tong, Hong Kong",114.23849589684754,22.298221377001894,"Food-Co Service Point"
"齊惜福葵涌社區中心","香港葵涌大連排道21號宏達工業中心311室",114.1345347,22.3646857,"Food-Co Service Point"
"基督教勵行會綠創館","香港觀塘偉業街221號美德工業大廈6樓C室",114.22314829686432,22.308450312012912,"Food-Co Service Point"
"活水使團有限公司 The Living Water Evangelism Organisation Limited","Room 8, 11/F, Block A, Mai Hing Industrial Building, 16-18 Hing Yip St, Kwun Tong, Hong Kong",114.225174,22.3088856,"Food-Co Service Point"
"樂天關懷行動(火炭)","火炭坳背灣街38-40號華衛工業中心11樓1112室",114.1927027,22.400112,"Food-Co Service Point"
"聖雅各福群會社區經濟互助計劃","香港灣仔區慶雲街8號",114.17433759999994,22.2738054,"Food-Co Service Point"
"關注草根生活聯盟","九龍油尖旺區旺角塘尾道66-68號福強工業大廈B座10樓4室",114.16590359999998,22.3222067,"Food-Co Service Point"
"關注家居照顧服務大聯盟","香港葵涌大連排道35號金基工業大廈22樓A1室",114.1343206,22.3640343,"Food-Co Service Point"
"安榮社會服務中心","香港中西區第三街56-72號，福滿大廈1樓M室",114.142102,22.2855736,"Food-Co Service Point"
"民社糧友行動(橫頭磡)","九龍黃大仙橫頭磡富美街17號橫頭磡邨宏澤樓",114.18800599435122,22.340179560778104,"Food-Co Service Point"
"以馬內利使徒會","香港太子通菜街209號",114.1696317,22.3232272,"Food-Co Service Point"
"香港婦女中心協會有限公司","長沙灣麗閣邨麗蘭樓305至309室",114.19147140839846,22.30476778318338,"Food-Co Service Point"
"聖雅各福群會眾膳坊熱食服務 - 熱食派送","香港觀塘成業街19-21號成業工業大廈1樓32室",114.22706870000002,22.3101147,"Partner Volunteer Service"
"香港華人基督會恩庭長者活動中心 - 香港華人基督會","九龍九龍城區何文田鳴暉閣地下",114.18241358855516,22.314217096000522,"Partner Volunteer Service"
